iter	Passed	Remaining
814	4095	5954
815	4100	5949
816	4106	5945
817	4111	5940
818	4116	5935
819	4121	5931
820	4126	5926
821	4131	5921
822	4136	5916
823	4141	5911
824	4146	5906
825	4151	5901
826	4156	5895
827	4161	5890
828	4167	5886
829	4172	5881
830	4177	5876
831	4182	5871
832	4188	5867
833	4193	5862
834	4198	5858
835	4204	5853
836	4210	5850
837	4217	5848
838	4223	5844
839	4229	5841
840	4235	5836
841	4240	5831
842	4245	5826
843	4251	5822
844	4256	5818
845	4262	5814
846	4268	5809
847	4273	5805
848	4278	5800
849	4283	5795
850	4289	5791
851	4294	5786
852	4299	5781
853	4304	5776
854	4310	5772
855	4315	5767
856	4321	5763
857	4326	5758
858	4331	5753
859	4336	5748
860	4342	5744
861	4348	5740
862	4354	5736
863	4361	5734
864	4368	5732
865	4374	5728
866	4381	5725
867	4387	5722
868	4393	5718
869	4399	5714
870	4405	5709
871	4410	5705
872	4416	5701
873	4422	5697
874	4428	5693
875	4434	5690
876	4440	5686
877	4447	5682
878	4452	5678
879	4457	5673
880	4463	5669
881	4469	5664
882	4474	5660
883	4487	5665
884	4493	5661
885	4498	5656
886	4504	5651
887	4509	5647
888	4515	5642
889	4520	5637
890	4526	5633
891	4532	5629
892	4538	5625
893	4543	5621
894	4549	5616
895	4555	5613
896	4561	5608
897	4566	5604
898	4572	5599
899	4577	5594
900	4582	5589
901	4588	5585
902	4593	5580
903	4599	5576
904	4604	5571
905	4611	5568
906	4616	5563
907	4622	5559
908	4627	5554
909	4632	5549
910	4638	5545
911	4644	5540
912	4649	5535
913	4655	5532
914	4661	5528
915	4667	5523
916	4672	5518
917	4678	5514
918	4683	5509
919	4689	5504
920	4694	5500
921	4700	5495
922	4705	5490
923	4711	5486
924	4717	5481
925	4722	5477
926	4727	5472
927	4733	5467
928	4738	5462
929	4743	5457
930	4748	5452
931	4754	5448
932	4759	5443
933	4765	5438
934	4771	5435
935	4777	5430
936	4782	5425
937	4787	5420
938	4793	5415
939	4798	5410
940	4803	5405
941	4808	5401
942	4814	5396
943	4819	5390
944	4824	5385
945	4829	5380
946	4834	5375
947	4839	5370
948	4844	5365
949	4850	5360
950	4855	5356
951	4860	5350
952	4865	5345
953	4871	5341
954	4876	5336
955	4882	5331
956	4887	5326
957	4893	5322
958	4898	5317
959	4904	5313
960	4909	5308
961	4915	5303
962	4920	5298
963	4926	5294
964	4945	5303
965	4975	5325
966	4981	5321
967	4986	5316
968	4991	5311
969	4997	5306
970	5002	5301
971	5007	5296
972	5013	5291
973	5018	5286
974	5038	5297
975	5044	5292
976	5050	5287
977	5055	5283
978	5061	5278
979	5066	5273
980	5072	5268
981	5078	5264
982	5083	5259
983	5088	5254
984	5094	5249
985	5099	5244
986	5104	5238
987	5109	5233
988	5114	5227
989	5119	5222
990	5124	5217
991	5129	5212
992	5134	5207
993	5140	5202
994	5146	5198
995	5151	5193
996	5157	5188
997	5163	5184
998	5169	5179
999	5175	5175
1000	5181	5170
1001	5187	5166
1002	5192	5161
1003	5197	5156
1004	5203	5151
1005	5209	5147
1006	5214	5142
1007	5221	5138
1008	5226	5133
1009	5231	5128
1010	5237	5123
1011	5242	5118
1012	5248	5113
1013	5254	5108
1014	5259	5103
1015	5264	5098
1016	5269	5092
1017	5274	5087
1018	5280	5083
1019	5285	5078
1020	5290	5072
1021	5295	5067
1022	5301	5062
1023	5306	5057
1024	5312	5053
1025	5317	5048
1026	5323	5043
1027	5328	5037
1028	5333	5032
1029	5338	5027
1030	5343	5022
1031	5348	5017
1032	5354	5012
1033	5360	5007
1034	5366	5003
1035	5371	4998
1036	5377	4993
1037	5382	4988
1038	5388	4983
1039	5393	4978
1040	5399	4974
1041	5404	4968
1042	5409	4963
1043	5414	4958
1044	5420	4953
1045	5426	4948
1046	5431	4943
1047	5436	4938
1048	5441	4933
1049	5446	4928
1050	5451	4922
1051	5456	4917
1052	5462	4912
1053	5467	4907
1054	5472	4902
1055	5477	4896
1056	5482	4891
1057	5487	4885
1058	5492	4880
1059	5497	4874
1060	5502	4869
1061	5507	4864
1062	5512	4859
1063	5517	4853
1064	5522	4848
1065	5528	4843
1066	5533	4838
1067	5539	4833
1068	5544	4828
1069	5554	4827
1070	5559	4822
1071	5565	4817
1072	5570	4812
1073	5575	4807
1074	5580	4802
1075	5586	4797
1076	5591	4791
1077	5596	4786
1078	5601	4781
1079	5606	4776
1080	5611	4770
1081	5617	4765
1082	5621	4760
1083	5626	4754
1084	5632	4749
1085	5637	4744
1086	5643	4739
1087	5648	4734
1088	5653	4729
1089	5658	4723
1090	5663	4718
1091	5668	4713
1092	5673	4707
1093	5678	4702
1094	5683	4697
1095	5688	4692
1096	5694	4687
1097	5699	4681
1098	5703	4676
1099	5708	4670
1100	5713	4665
1101	5718	4659
1102	5724	4655
1103	5729	4649
1104	5734	4644
1105	5739	4639
1106	5744	4634
1107	5749	4628
1108	5754	4623
1109	5759	4617
1110	5764	4612
1111	5769	4607
1112	5775	4602
1113	5780	4597
1114	5785	4592
1115	5790	4587
1116	5796	4581
1117	5801	4576
1118	5807	4572
1119	5812	4567
1120	5817	4561
1121	5822	4556
1122	5827	4551
1123	5832	4545
1124	5838	4540
1125	5843	4535
1126	5848	4530
1127	5854	4525
1128	5859	4520
1129	5865	4515
1130	5870	4510
1131	5875	4505
1132	5881	4500
1133	5886	4495
1134	5891	4490
1135	5896	4484
1136	5902	4479
1137	5907	4474
1138	5912	4469
1139	5917	4463
1140	5922	4459
1141	5928	4454
1142	5934	4449
1143	5939	4444
1144	5944	4438
1145	5949	4433
1146	5955	4428
1147	5960	4423
1148	5965	4418
1149	5970	4412
1150	5975	4407
1151	5980	4402
1152	5985	4397
1153	5990	4391
1154	5995	4386
1155	6001	4381
1156	6006	4376
1157	6011	4370
1158	6016	4365
1159	6021	4360
1160	6027	4355
1161	6032	4350
1162	6037	4344
1163	6042	4339
1164	6047	4334
1165	6052	4328
1166	6057	4323
1167	6062	4318
1168	6067	4313
1169	6072	4308
1170	6078	4303
1171	6084	4298
1172	6089	4293
1173	6094	4287
1174	6100	4283
1175	6105	4278
1176	6131	4287
1177	6136	4282
1178	6141	4276
1179	6147	4271
1180	6152	4266
1181	6157	4261
1182	6162	4256
1183	6168	4251
1184	6173	4245
1185	6178	4240
1186	6184	4235
1187	6189	4230
1188	6196	4226
1189	6202	4221
1190	6207	4216
1191	6213	4211
1192	6218	4206
1193	6223	4201
1194	6229	4196
1195	6234	4190
1196	6240	4186
1197	6245	4181
1198	6250	4175
1199	6256	4170
1200	6261	4165
1201	6266	4160
1202	6271	4154
1203	6276	4149
1204	6282	4144
1205	6288	4140
1206	6293	4134
1207	6299	4130
1208	6304	4124
1209	6309	4119
1210	6315	4114
1211	6320	4109
1212	6326	4104
1213	6331	4099
1214	6336	4093
1215	6341	4088
1216	6346	4083
1217	6351	4078
1218	6356	4072
1219	6362	4067
1220	6367	4062
1221	6372	4057
1222	6377	4051
1223	6382	4046
1224	6387	4041
1225	6393	4036
1226	6398	4031
1227	6404	4026
1228	6410	4021
1229	6415	4016
1230	6420	4011
1231	6426	4006
1232	6432	4001
1233	6437	3996
1234	6443	3991
1235	6448	3986
1236	6454	3981
1237	6459	3976
1238	6464	3970
1239	6470	3965
1240	6475	3960
1241	6481	3955
1242	6487	3950
1243	6492	3945
1244	6498	3940
1245	6503	3935
1246	6509	3930
1247	6514	3925
1248	6519	3920
1249	6525	3915
1250	6530	3909
1251	6536	3905
1252	6541	3899
1253	6547	3895
1254	6553	3890
1255	6559	3885
1256	6564	3880
1257	6570	3875
1258	6576	3870
1259	6581	3865
1260	6587	3860
1261	6592	3855
1262	6598	3850
1263	6604	3845
1264	6609	3840
1265	6614	3834
1266	6619	3829
1267	6624	3824
1268	6629	3818
1269	6635	3814
1270	6640	3808
1271	6645	3803
1272	6651	3798
1273	6656	3793
1274	6662	3788
1275	6667	3783
1276	6673	3778
1277	6678	3773
1278	6684	3767
1279	6689	3762
1280	6694	3757
1281	6699	3752
1282	6704	3747
1283	6709	3741
1284	6714	3736
1285	6719	3730
1286	6724	3725
1287	6729	3720
1288	6735	3715
1289	6740	3710
1290	6746	3705
1291	6751	3699
1292	6756	3694
1293	6762	3689
1294	6767	3684
1295	6772	3678
1296	6777	3673
1297	6783	3668
1298	6788	3663
1299	6793	3657
1300	6798	3652
1301	6803	3647
1302	6809	3642
1303	6814	3637
1304	6819	3631
1305	6824	3626
1306	6830	3621
1307	6835	3616
1308	6840	3611
1309	6846	3605
1310	6851	3600
1311	6856	3595
1312	6861	3590
1313	6866	3584
1314	6872	3579
1315	6877	3574
1316	6882	3569
1317	6887	3564
1318	6892	3558
1319	6898	3553
1320	6904	3548
1321	6910	3544
1322	6916	3539
1323	6922	3534
1324	6928	3529
1325	6933	3524
1326	6943	3521
1327	6948	3516
1328	6953	3510
1329	6959	3505
1330	6964	3500
1331	6970	3495
1332	6976	3490
1333	6981	3485
1334	6986	3480
1335	6993	3475
1336	6998	3470
1337	7005	3465
1338	7011	3461
1339	7017	3456
1340	7023	3451
1341	7029	3446
1342	7036	3442
1343	7042	3437
1344	7047	3432
1345	7052	3426
1346	7058	3421
1347	7063	3416
1348	7069	3411
1349	7074	3406
1350	7079	3400
1351	7085	3395
1352	7090	3390
1353	7095	3385
1354	7101	3380
1355	7106	3375
1356	7111	3369
1357	7117	3364
1358	7122	3359
1359	7127	3354
1360	7133	3349
1361	7138	3343
1362	7143	3338
1363	7149	3333
1364	7154	3328
1365	7160	3323
1366	7165	3318
1367	7170	3312
1368	7176	3307
1369	7181	3302
1370	7186	3297
1371	7191	3291
1372	7197	3286
1373	7202	3281
1374	7207	3276
1375	7213	3271
1376	7218	3265
1377	7223	3260
1378	7228	3255
1379	7233	3249
1380	7239	3244
1381	7244	3239
1382	7249	3234
1383	7254	3229
1384	7259	3223
1385	7265	3218
1386	7270	3213
1387	7275	3208
1388	7281	3203
1389	7286	3197
1390	7291	3192
1391	7297	3187
1392	7302	3182
1393	7308	3176
1394	7314	3172
1395	7319	3166
1396	7324	3161
1397	7330	3156
1398	7335	3151
1399	7340	3146
1400	7346	3140
1401	7351	3135
1402	7357	3130
1403	7363	3125
1404	7368	3120
1405	7374	3115
1406	7379	3110
1407	7384	3104
1408	7390	3099
1409	7395	3094
1410	7400	3089
1411	7405	3083
1412	7411	3078
1413	7416	3073
1414	7421	3068
1415	7426	3063
1416	7432	3057
1417	7437	3052
1418	7443	3047
1419	7448	3042
1420	7454	3037
1421	7459	3032
1422	7464	3026
1423	7470	3021
1424	7475	3016
1425	7481	3011
1426	7486	3006
1427	7492	3001
1428	7497	2995
1429	7502	2990
1430	7507	2985
1431	7514	2980
1432	7520	2975
1433	7526	2970
1434	7532	2965
1435	7537	2960
1436	7543	2955
1437	7548	2950
1438	7554	2945
1439	7560	2940
1440	7565	2934
1441	7570	2929
1442	7575	2924
1443	7580	2918
1444	7586	2913
1445	7591	2908
1446	7596	2903
1447	7602	2898
1448	7607	2892
1449	7613	2887
1450	7618	2882
1451	7623	2877
1452	7628	2871
1453	7634	2866
1454	7641	2862
1455	7647	2857
1456	7653	2852
1457	7659	2847
1458	7665	2842
1459	7671	2837
1460	7677	2832
1461	7683	2827
1462	7688	2822
1463	7695	2817
1464	7700	2812
1465	7706	2807
1466	7712	2801
1467	7717	2796
1468	7722	2791
1469	7728	2786
1470	7733	2781
1471	7739	2776
1472	7744	2770
1473	7750	2765
1474	7755	2760
1475	7762	2755
1476	7768	2750
1477	7774	2745
1478	7780	2740
1479	7786	2735
1480	7792	2730
1481	7799	2726
1482	7805	2721
1483	7811	2716
1484	7817	2711
1485	7823	2706
1486	7828	2700
1487	7833	2695
1488	7839	2690
1489	7845	2685
1490	7850	2680
1491	7856	2674
1492	7861	2669
1493	7867	2664
1494	7872	2659
1495	7893	2659
1496	7898	2653
1497	7904	2648
1498	7909	2643
1499	7914	2638
1500	7919	2632
1501	7924	2627
1502	7930	2622
1503	7936	2617
1504	7942	2612
1505	7947	2607
1506	7953	2601
1507	7957	2596
1508	7963	2591
1509	7968	2585
1510	7974	2580
1511	7979	2575
1512	7984	2570
1513	7990	2564
1514	7995	2559
1515	8000	2554
1516	8005	2548
1517	8010	2543
1518	8016	2538
1519	8021	2533
1520	8027	2527
1521	8032	2522
1522	8037	2517
1523	8042	2512
1524	8047	2506
1525	8052	2501
1526	8058	2496
1527	8063	2490
1528	8068	2485
1529	8074	2480
1530	8079	2474
1531	8084	2469
1532	8090	2464
1533	8095	2459
1534	8100	2454
1535	8106	2448
1536	8111	2443
1537	8117	2438
1538	8123	2433
1539	8130	2428
1540	8136	2423
1541	8142	2418
1542	8147	2413
1543	8152	2407
1544	8157	2402
1545	8162	2397
1546	8167	2391
1547	8173	2386
1548	8178	2381
1549	8184	2376
1550	8190	2370
1551	8195	2365
1552	8200	2360
1553	8206	2355
1554	8211	2350
1555	8216	2344
1556	8222	2339
1557	8227	2334
1558	8233	2328
1559	8238	2323
1560	8243	2318
1561	8248	2313
1562	8254	2307
1563	8259	2302
1564	8265	2297
1565	8270	2292
1566	8275	2286
1567	8280	2281
1568	8286	2276
1569	8292	2271
1570	8298	2266
1571	8305	2261
1572	8311	2256
1573	8318	2251
1574	8324	2246
1575	8330	2241
1576	8338	2236
1577	8344	2231
1578	8350	2226
1579	8356	2221
1580	8361	2216
1581	8367	2210
1582	8372	2205
1583	8377	2200
1584	8382	2194
1585	8388	2189
1586	8393	2184
1587	8399	2179
1588	8404	2173
1589	8410	2168
1590	8415	2163
1591	8420	2158
1592	8425	2152
1593	8431	2147
1594	8436	2142
1595	8441	2136
1596	8447	2131
1597	8453	2126
1598	8458	2121
1599	8464	2116
1600	8469	2110
1601	8474	2105
1602	8479	2100
1603	8484	2094
1604	8489	2089
1605	8495	2084
1606	8501	2078
1607	8506	2073
1608	8511	2068
1609	8517	2063
1610	8523	2058
1611	8529	2053
1612	8534	2047
1613	8540	2042
1614	8545	2037
1615	8551	2032
1616	8557	2026
1617	8562	2021
1618	8567	2016
1619	8572	2010
1620	8578	2005
1621	8583	2000
1622	8588	1994
1623	8593	1989
1624	8599	1984
1625	8604	1979
1626	8609	1973
1627	8614	1968
1628	8620	1963
1629	8625	1957
1630	8631	1952
1631	8636	1947
1632	8642	1942
1633	8647	1937
1634	8652	1931
1635	8658	1926
1636	8663	1921
1637	8669	1915
1638	8675	1910
1639	8680	1905
1640	8686	1900
1641	8691	1895
1642	8696	1889
1643	8702	1884
1644	8707	1879
1645	8712	1873
1646	8718	1868
1647	8724	1863
1648	8729	1858
1649	8734	1852
1650	8740	1847
1651	8745	1842
1652	8750	1837
1653	8756	1831
1654	8761	1826
1655	8767	1821
1656	8772	1815
1657	8778	1810
1658	8783	1805
1659	8789	1800
1660	8795	1795
1661	8800	1789
1662	8806	1784
1663	8811	1779
1664	8816	1773
1665	8822	1768
1666	8828	1763
1667	8833	1758
1668	8838	1752
1669	8844	1747
1670	8849	1742
1671	8854	1737
1672	8860	1731
1673	8865	1726
1674	8870	1721
1675	8876	1716
1676	8882	1710
1677	8887	1705
1678	8893	1700
1679	8898	1695
1680	8914	1691
1681	8920	1686
1682	8926	1681
1683	8932	1676
1684	8938	1670
1685	8943	1665
1686	8949	1660
