iter	RMSE
300	3.118830124
301	3.115895762
302	3.106784335
303	3.098572068
304	3.094179393
305	3.086828859
306	3.080657824
307	3.072422384
308	3.071027838
309	3.058627752
310	3.05461976
311	3.047293556
312	3.037377654
313	3.025930614
314	3.016395678
315	3.008471952
316	2.997079373
317	2.995919683
318	2.993716848
319	2.986940107
320	2.978625688
321	2.971138984
322	2.965056719
323	2.963489273
324	2.953861306
325	2.941415513
326	2.931767229
327	2.921442594
328	2.914257593
329	2.912857302
330	2.906351073
331	2.897135581
332	2.890036912
333	2.883565556
334	2.876120484
335	2.867620775
336	2.858696661
337	2.849608634
338	2.844903153
339	2.836067175
340	2.829277329
341	2.82024025
342	2.814458094
343	2.80571491
344	2.797133577
345	2.79417574
346	2.787504679
347	2.778475165
348	2.771312799
349	2.760787049
350	2.757344525
351	2.752481819
352	2.746566418
353	2.739895384
354	2.731847863
355	2.727488538
356	2.726459562
357	2.719603633
358	2.713254284
359	2.707785574
360	2.700944557
361	2.699313132
362	2.690135945
363	2.681762055
364	2.673797452
365	2.66774994
366	2.661131157
367	2.655134669
368	2.652002064
369	2.64679856
370	2.641396452
371	2.633410729
372	2.625453816
373	2.617881714
374	2.609989752
375	2.600477873
376	2.592106394
377	2.582217845
378	2.574832886
379	2.567043443
380	2.565777453
381	2.558518317
382	2.550891047
383	2.54386554
384	2.537401841
385	2.533742316
386	2.531936234
387	2.523389703
388	2.518201112
389	2.511072901
390	2.504659532
391	2.499889422
392	2.493906762
393	2.487448748
394	2.485894101
395	2.478799026
396	2.471680875
397	2.461960792
398	2.454502074
399	2.448046596
400	2.441432934
401	2.432309387
402	2.429941551
403	2.428620322
404	2.42049582
405	2.414670815
406	2.409496588
407	2.404266514
408	2.397255563
409	2.392470681
410	2.381952702
411	2.375656088
412	2.368415862
413	2.363064049
414	2.354993278
415	2.347271696
416	2.338756722
417	2.332981677
418	2.325729527
419	2.324520249
420	2.316815217
421	2.31239498
422	2.306295017
423	2.300428666
424	2.292589493
425	2.286258852
426	2.277474887
427	2.272207361
428	2.264754574
429	2.258841043
430	2.252619001
431	2.247283636
432	2.24183913
433	2.23563429
434	2.231188768
435	2.228960901
436	2.220369389
437	2.215189824
438	2.209306171
439	2.204222484
440	2.198133379
441	2.192951905
442	2.186400724
443	2.179246475
444	2.173881027
445	2.167189074
446	2.164479698
447	2.159744413
448	2.155741604
449	2.151887638
450	2.147775964
451	2.145894795
452	2.1416677
453	2.137314098
454	2.129872691
455	2.125691189
456	2.119376505
457	2.116232428
458	2.109354043
459	2.103427805
460	2.097604702
461	2.092574702
462	2.089347788
463	2.08289889
464	2.07794866
465	2.070587601
466	2.06470551
467	2.063886372
468	2.060987423
469	2.056582446
470	2.050002673
471	2.043353784
472	2.036086961
473	2.031953369
474	2.026882588
475	2.021658885
476	2.016262997
477	2.011374847
478	2.00862536
479	2.004711205
480	1.997892831
481	1.991621386
482	1.987197944
483	1.983393894
484	1.97869085
485	1.977684495
486	1.974579819
487	1.972164361
488	1.9685464
489	1.963732662
490	1.956547493
491	1.951597049
492	1.948660619
493	1.943749023
494	1.938055222
495	1.93725573
496	1.931147825
497	1.925655268
498	1.920429131
499	1.915605013
500	1.911938992
501	1.907672432
502	1.900337612
503	1.897182625
504	1.894562811
505	1.888214345
506	1.886565017
507	1.882300914
508	1.875954842
509	1.872069358
510	1.868523804
511	1.866697358
512	1.860602204
513	1.855090342
514	1.849821309
515	1.846134132
516	1.842930927
517	1.842314322
518	1.839008553
519	1.838409673
520	1.836358621
521	1.830545139
522	1.82592355
523	1.819785614
524	1.814538883
525	1.812582397
526	1.807434209
527	1.801265387
528	1.796936592
529	1.791970745
530	1.785906269
531	1.784330293
532	1.782600625
533	1.778282092
534	1.776679563
535	1.774227174
536	1.769583558
537	1.764697248
538	1.761090149
539	1.756709439
540	1.755800795
541	1.74999767
542	1.748665695
543	1.743082388
544	1.739184804
545	1.738677884
546	1.737943103
547	1.732785104
548	1.729051002
549	1.727844542
550	1.722818998
551	1.722247577
552	1.720262582
553	1.71693219
554	1.715799746
555	1.709826882
556	1.708659362
557	1.705644357
558	1.700748176
559	1.695817451
560	1.693119191
561	1.689635515
562	1.685771482
563	1.682016815
564	1.681043569
565	1.67764533
566	1.673710205
567	1.67097126
568	1.665006825
569	1.661869712
570	1.656661777
571	1.6562824
572	1.655609122
573	1.652592665
574	1.649502491
575	1.646002652
576	1.645502593
577	1.640570761
578	1.635849041
579	1.631307191
580	1.629236938
581	1.623475767
582	1.618390712
583	1.616208645
584	1.614550478
585	1.610809448
586	1.605667652
587	1.601176275
588	1.598295231
589	1.595042677
590	1.594540257
591	1.589675752
592	1.58603497
593	1.581133053
594	1.577698995
595	1.57287927
596	1.570347884
597	1.567845383
598	1.566767952
599	1.563629339
600	1.561939457
601	1.559325354
602	1.557820755
603	1.555104232
604	1.550056747
605	1.548669152
606	1.546433905
607	1.542703192
608	1.538798337
609	1.536542024
610	1.533518431
611	1.530008564
612	1.527866605
613	1.524641758
614	1.523193795
615	1.522384965
616	1.520581932
617	1.516952495
618	1.512283063
619	1.510555902
620	1.506643774
621	1.501926382
622	1.498206164
623	1.495342025
624	1.49443533
625	1.490196891
626	1.485461002
627	1.482065535
628	1.478158057
629	1.473729099
630	1.473257105
631	1.471654804
632	1.470329378
633	1.469705258
634	1.467489826
635	1.463929921
636	1.459322378
637	1.457061425
638	1.453982206
639	1.451370269
640	1.4465825
641	1.441077754
642	1.438857327
643	1.434908207
644	1.433714113
645	1.430853356
646	1.426571774
647	1.422283169
648	1.416851255
649	1.413401671
650	1.40954451
651	1.406370755
652	1.40561439
653	1.402727351
654	1.40214317
655	1.399092821
656	1.395963324
657	1.392170406
658	1.38839386
659	1.384788056
660	1.382765858
661	1.381194377
662	1.378291785
663	1.3751594
664	1.373218152
665	1.369401716
666	1.366503954
667	1.362722309
668	1.360040832
669	1.357565494
670	1.356499237
671	1.353889308
672	1.350512613
673	1.347079257
674	1.344366337
675	1.343360904
676	1.342722233
677	1.339393328
678	1.338206033
679	1.337087505
680	1.332561162
681	1.329279292
682	1.325521459
683	1.32414441
684	1.319794443
685	1.316663459
686	1.31573983
687	1.311949522
688	1.308758679
689	1.308295274
690	1.304676222
691	1.302931511
692	1.301101531
693	1.296815594
694	1.293216115
695	1.290170336
696	1.286489002
697	1.282879714
698	1.279681539
699	1.276375712
700	1.27414214
701	1.273535892
702	1.270067411
703	1.265802603
704	1.262437692
705	1.25845155
706	1.257918217
707	1.2539137
708	1.250011264
709	1.247748542
710	1.245704815
711	1.24163252
712	1.241300049
713	1.240595295
714	1.237849034
715	1.234686232
716	1.233895887
717	1.230433089
718	1.227908313
719	1.225064106
720	1.22479372
721	1.22160929
722	1.218747635
723	1.216494223
724	1.21578737
725	1.212782262
726	1.211368872
727	1.20838037
728	1.204833308
729	1.200864266
730	1.197366333
731	1.193658374
732	1.191401147
733	1.189535814
734	1.188552067
735	1.187423779
736	1.185116424
737	1.18297754
738	1.179188944
739	1.177023313
740	1.174602959
741	1.17330914
742	1.170429578
743	1.16762103
744	1.16572971
745	1.164548674
746	1.161680705
747	1.158319258
748	1.156053508
749	1.151615438
750	1.149316375
751	1.147178349
752	1.145196138
753	1.143202049
754	1.141339232
755	1.139148863
756	1.138947124
757	1.134596297
758	1.131543461
759	1.127870415
760	1.126002584
761	1.123871023
762	1.122211109
763	1.119684779
764	1.117289039
765	1.114582029
766	1.112151328
767	1.112007049
768	1.110234646
769	1.108050169
770	1.103950879
771	1.101841699
772	1.100051781
773	1.098050028
774	1.097493553
775	1.09445292
776	1.093245253
777	1.089173038
778	1.085907463
779	1.083089921
780	1.081286866
781	1.080601382
782	1.078159626
783	1.075491093
784	1.0731483
785	1.071223192
786	1.070882768
787	1.068208963
788	1.067916332
789	1.065100699
790	1.061777248
791	1.059328454
792	1.056654248
793	1.054577289
794	1.051609899
795	1.049559566
796	1.04740435
797	1.044600458
798	1.042165886
799	1.040217125
800	1.038339234
801	1.0372789
802	1.036004688
803	1.034455325
804	1.032511198
805	1.030546185
806	1.027761268
807	1.025612634
808	1.023804378
809	1.02190847
810	1.020162781
811	1.015933988
812	1.014138005
813	1.012063133
814	1.010333167
815	1.007151307
816	1.005019086
817	1.002375885
818	1.00001
819	0.9981137545
820	0.9966196224
821	0.9939164343
822	0.9923778938
823	0.9921865818
824	0.9905878224
825	0.9880642398
826	0.985995209
827	0.9843131087
828	0.9826304185
829	0.9800817631
830	0.9796879081
831	0.9792949832
832	0.9770498494
833	0.975211285
834	0.9744922804
835	0.9715311733
836	0.971008801
837	0.9698268442
838	0.9688848766
839	0.9669509135
840	0.9637364578
841	0.9619818966
842	0.9594573143
843	0.9586172515
844	0.9560782825
845	0.9540326081
846	0.9511190262
847	0.9505555661
848	0.9502286784
849	0.9468196644
850	0.9458830641
851	0.9434070087
852	0.9411524573
853	0.9391771989
854	0.9373353566
855	0.9365467791
856	0.9363363892
857	0.9354864259
858	0.9348780516
859	0.9339024194
860	0.9337056721
861	0.9315692018
862	0.9290584237
863	0.9264846005
864	0.9245868434
865	0.9213283395
866	0.9195612614
867	0.9193056855
868	0.9167635866
869	0.916045611
870	0.9133204434
871	0.9099944207
872	0.9080575649
873	0.9077792817
874	0.905785289
875	0.9037241378
876	0.901749522
877	0.9004072114
878	0.8981131869
879	0.8954373415
880	0.8931045795
881	0.8918431416
882	0.8902103335
883	0.8885418166
884	0.8879487438
885	0.8878191735
886	0.884816691
887	0.884056927
888	0.8828297579
889	0.8799441586
890	0.878621157
891	0.8766613599
892	0.8747732319
893	0.8736621875
894	0.8721663548
895	0.8696607591
896	0.8675116041
897	0.8656113152
898	0.8642620212
899	0.8623781981
900	0.8604426121
901	0.8583925915
902	0.856416858
903	0.8545900498
904	0.8520925313
905	0.84912322
906	0.8474909829
907	0.8456237065
908	0.8438780427
909	0.8418633995
910	0.8399635313
911	0.8377001757
912	0.835846819
913	0.833928686
914	0.8317200994
915	0.8293847634
916	0.827870102
917	0.8263389445
918	0.8244657409
919	0.8242076006
920	0.8218201191
921	0.820464719
922	0.8181859345
923	0.8160277074
924	0.8145323623
925	0.8126624132
926	0.8098013634
927	0.8072387184
928	0.8053047365
929	0.8035619351
930	0.802130194
931	0.7995862043
932	0.7977628908
933	0.7958623391
934	0.7938807677
935	0.7921780412
936	0.7910103108
937	0.7896324623
938	0.7888312004
939	0.7874369096
940	0.787273271
941	0.7858031214
942	0.7836477564
943	0.7826213819
944	0.7805369532
945	0.779074957
946	0.7773205765
947	0.7756415873
948	0.7752180525
949	0.7729651668
950	0.7711620999
951	0.7698381473
952	0.767457164
953	0.7660674916
954	0.7649754993
955	0.7628941738
956	0.7611614231
957	0.7599518486
958	0.7579636074
959	0.7557762711
960	0.7547712619
961	0.7532511243
962	0.7520453272
963	0.7500638018
964	0.7497110082
965	0.7475929743
966	0.7468148846
967	0.744378917
968	0.7430101965
969	0.7409748627
970	0.7393213942
971	0.7382589168
972	0.736456396
973	0.7351052081
974	0.7329166573
975	0.7309168812
976	0.7295654763
977	0.7279227909
978	0.726517261
979	0.7250345564
980	0.7232094686
981	0.722440839
982	0.7204527653
983	0.7193129811
984	0.7171169118
985	0.7169654404
986	0.7152336777
987	0.7127842304
988	0.7115218917
989	0.7103803024
990	0.7085916876
991	0.7068434765
992	0.7058228181
993	0.7052657917
994	0.7039887806
995	0.7018735941
996	0.6997338606
997	0.6981361915
998	0.6965290746
999	0.6946092922
