iter	Passed	Remaining
589	3319	7932
590	3324	7925
591	3329	7918
592	3335	7913
593	3340	7906
594	3345	7899
595	3350	7892
596	3355	7885
597	3360	7879
598	3366	7873
599	3371	7866
600	3376	7860
601	3382	7853
602	3387	7847
603	3392	7841
604	3398	7835
605	3404	7830
606	3410	7826
607	3416	7821
608	3421	7815
609	3427	7810
610	3433	7804
611	3438	7797
612	3443	7791
613	3448	7785
614	3453	7778
615	3459	7771
616	3465	7767
617	3470	7761
618	3476	7755
619	3481	7748
620	3486	7742
621	3491	7736
622	3497	7729
623	3501	7722
624	3507	7716
625	3512	7710
626	3518	7705
627	3525	7701
628	3531	7697
629	3536	7691
630	3542	7686
631	3549	7682
632	3555	7678
633	3560	7671
634	3566	7666
635	3572	7661
636	3577	7654
637	3582	7647
638	3588	7643
639	3593	7635
640	3598	7628
641	3603	7621
642	3607	7614
643	3613	7609
644	3618	7601
645	3623	7594
646	3629	7589
647	3634	7582
648	3639	7576
649	3645	7572
650	3651	7567
651	3657	7561
652	3664	7558
653	3670	7554
654	3676	7548
655	3681	7542
656	3688	7538
657	3693	7533
658	3699	7527
659	3704	7520
660	3709	7515
661	3716	7511
662	3722	7506
663	3727	7500
664	3732	7492
665	3737	7485
666	3742	7479
667	3747	7472
668	3752	7466
669	3757	7459
670	3762	7452
671	3768	7446
672	3772	7439
673	3777	7432
674	3783	7426
675	3788	7419
676	3793	7413
677	3798	7406
678	3803	7399
679	3808	7393
680	3813	7386
681	3819	7380
682	3824	7374
683	3829	7367
684	3834	7361
685	3840	7356
686	3844	7348
687	3849	7341
688	3854	7334
689	3860	7328
690	3865	7322
691	3870	7315
692	3875	7309
693	3880	7302
694	3885	7296
695	3891	7290
696	3896	7285
697	3901	7277
698	3911	7279
699	3916	7274
700	3922	7269
701	3927	7262
702	3932	7256
703	3938	7250
704	3943	7243
705	3948	7237
706	3954	7232
707	3961	7228
708	3966	7221
709	3971	7215
710	3976	7208
711	3981	7202
712	3986	7195
713	3991	7188
714	3996	7181
715	4000	7174
716	4006	7169
717	4011	7163
718	4017	7156
719	4022	7150
720	4026	7143
721	4032	7137
722	4041	7138
723	4048	7135
724	4055	7132
725	4064	7132
726	4073	7132
727	4080	7130
728	4087	7126
729	4092	7120
730	4098	7114
731	4103	7108
732	4109	7104
733	4115	7098
734	4122	7095
735	4128	7090
736	4134	7085
737	4140	7079
738	4145	7073
739	4152	7070
740	4158	7064
741	4163	7059
742	4169	7053
743	4175	7049
744	4181	7044
745	4187	7038
746	4192	7032
747	4198	7027
748	4203	7021
749	4209	7016
750	4216	7012
751	4222	7007
752	4228	7002
753	4234	6998
754	4240	6992
755	4245	6986
756	4251	6980
757	4256	6973
758	4261	6967
759	4266	6961
760	4271	6955
761	4278	6951
762	4284	6946
763	4290	6941
764	4296	6936
765	4302	6931
766	4307	6925
767	4313	6918
768	4318	6913
769	4324	6908
770	4330	6902
771	4335	6896
772	4340	6890
773	4345	6883
774	4351	6878
775	4356	6871
776	4361	6865
777	4367	6860
778	4372	6854
779	4377	6847
780	4383	6841
781	4388	6835
782	4393	6828
783	4399	6823
784	4404	6816
785	4409	6809
786	4414	6803
787	4418	6796
788	4423	6789
789	4428	6782
790	4433	6776
791	4439	6770
792	4444	6764
793	4449	6758
794	4455	6752
795	4459	6745
796	4465	6740
797	4471	6734
798	4476	6728
799	4481	6722
800	4486	6715
801	4491	6708
802	4496	6702
803	4501	6695
804	4506	6689
805	4511	6683
806	4516	6676
807	4521	6670
808	4526	6664
809	4531	6658
810	4537	6652
811	4542	6645
812	4547	6639
813	4553	6634
814	4559	6629
815	4567	6627
816	4574	6623
817	4579	6616
818	4584	6610
819	4589	6604
820	4594	6597
821	4599	6591
822	4605	6586
823	4611	6581
824	4616	6574
825	4622	6569
826	4629	6566
827	4637	6564
828	4642	6557
829	4649	6553
830	4655	6549
831	4661	6544
832	4667	6538
833	4672	6532
834	4678	6527
835	4683	6521
836	4689	6515
837	4695	6510
838	4700	6504
839	4705	6498
840	4713	6495
841	4719	6490
842	4724	6484
843	4730	6479
844	4736	6473
845	4741	6468
846	4746	6461
847	4752	6455
848	4758	6451
849	4764	6446
850	4769	6439
851	4774	6433
852	4780	6427
853	4785	6421
854	4790	6415
855	4799	6413
856	4806	6411
857	4812	6405
858	4817	6398
859	4822	6392
860	4827	6386
861	4832	6379
862	4837	6373
863	4842	6367
864	4847	6361
865	4853	6355
866	4859	6349
867	4865	6345
868	4871	6340
869	4876	6333
870	4882	6328
871	4887	6322
872	4892	6316
873	4898	6310
874	4904	6306
875	4910	6300
876	4915	6293
877	4920	6288
878	4925	6281
879	4930	6275
880	4937	6270
881	4942	6265
882	4947	6258
883	4953	6252
884	4957	6246
885	4963	6240
886	4968	6233
887	4972	6227
888	4978	6221
889	4983	6215
890	4989	6209
891	4995	6204
892	5000	6199
893	5005	6192
894	5012	6188
895	5017	6181
896	5022	6175
897	5028	6170
898	5033	6163
899	5038	6157
900	5045	6154
901	5051	6149
902	5057	6143
903	5062	6137
904	5067	6131
905	5072	6125
906	5078	6119
907	5084	6114
908	5089	6108
909	5095	6103
910	5101	6098
911	5107	6093
912	5113	6087
913	5119	6083
914	5124	6077
915	5129	6070
916	5135	6064
917	5140	6058
918	5145	6052
919	5150	6046
920	5155	6039
921	5160	6033
922	5166	6028
923	5171	6022
924	5176	6015
925	5181	6010
926	5186	6003
927	5192	5998
928	5199	5994
929	5207	5991
930	5220	5994
931	5245	6010
932	5258	6013
933	5265	6009
934	5273	6006
935	5283	6006
936	5296	6009
937	5302	6003
938	5308	5998
939	5315	5993
940	5321	5988
941	5327	5983
942	5332	5977
943	5341	5975
944	5346	5969
945	5351	5962
946	5356	5956
947	5362	5951
948	5367	5944
949	5372	5938
950	5378	5932
951	5384	5927
952	5390	5922
953	5396	5916
954	5407	5916
955	5420	5919
956	5427	5915
957	5437	5913
958	5442	5907
959	5449	5903
960	5455	5898
961	5462	5894
962	5471	5891
963	5477	5887
964	5483	5881
965	5489	5875
966	5496	5871
967	5502	5866
968	5509	5861
969	5524	5866
970	5536	5867
971	5545	5865
972	5553	5862
973	5562	5859
974	5569	5855
975	5576	5851
976	5586	5849
977	5595	5846
978	5605	5845
979	5611	5840
980	5616	5834
981	5621	5827
982	5627	5822
983	5632	5816
984	5637	5809
985	5643	5804
986	5649	5797
987	5654	5791
988	5659	5785
989	5665	5779
990	5670	5773
991	5676	5767
992	5681	5761
993	5686	5754
994	5692	5749
995	5696	5742
996	5702	5736
997	5708	5730
998	5712	5724
999	5718	5718
1000	5724	5712
1001	5728	5705
1002	5734	5699
1003	5745	5700
1004	5750	5693
1005	5756	5688
1006	5761	5681
1007	5766	5675
1008	5772	5669
1009	5777	5662
1010	5782	5657
1011	5788	5651
1012	5793	5644
1013	5798	5638
1014	5803	5632
1015	5808	5625
1016	5814	5620
1017	5820	5614
1018	5825	5607
1019	5830	5602
1020	5836	5596
1021	5841	5590
1022	5849	5586
1023	5856	5581
1024	5864	5578
1025	5873	5575
1026	5881	5572
1027	5891	5570
1028	5897	5565
1029	5904	5560
1030	5911	5556
1031	5916	5549
1032	5922	5543
1033	5927	5537
1034	5933	5531
1035	5938	5526
1036	5944	5519
1037	5949	5514
1038	5955	5508
1039	5962	5503
1040	5967	5497
1041	5973	5491
1042	5980	5486
1043	5986	5481
1044	5991	5475
1045	5997	5469
1046	6003	5464
1047	6008	5457
1048	6014	5452
1049	6020	5447
1050	6027	5442
1051	6035	5439
1052	6045	5437
1053	6054	5433
1054	6061	5429
1055	6069	5425
1056	6075	5420
1057	6084	5417
1058	6092	5413
1059	6098	5407
1060	6107	5405
1061	6115	5401
1062	6122	5396
1063	6129	5391
1064	6134	5386
1065	6140	5379
1066	6150	5377
1067	6156	5372
1068	6161	5365
1069	6167	5360
1070	6173	5354
1071	6178	5348
1072	6183	5342
1073	6189	5336
1074	6194	5330
1075	6200	5324
1076	6206	5318
1077	6211	5312
1078	6217	5306
1079	6222	5300
1080	6228	5295
1081	6234	5289
1082	6240	5283
1083	6245	5277
1084	6251	5272
1085	6257	5266
1086	6262	5259
1087	6267	5253
1088	6273	5248
1089	6278	5241
1090	6283	5235
1091	6289	5229
1092	6293	5222
1093	6299	5216
1094	6305	5211
1095	6309	5204
1096	6315	5198
1097	6320	5191
1098	6325	5185
1099	6330	5179
1100	6335	5172
1101	6340	5167
1102	6346	5161
1103	6352	5155
1104	6357	5149
1105	6364	5144
1106	6370	5138
1107	6376	5133
1108	6381	5127
1109	6387	5121
1110	6392	5115
1111	6398	5109
1112	6403	5103
1113	6408	5096
1114	6414	5091
1115	6419	5085
1116	6424	5078
1117	6430	5073
1118	6435	5067
1119	6440	5060
1120	6446	5054
1121	6451	5048
1122	6456	5042
1123	6462	5036
1124	6466	5029
1125	6473	5024
1126	6480	5020
1127	6488	5015
1128	6498	5013
1129	6504	5008
1130	6514	5005
1131	6520	5000
1132	6526	4993
1133	6531	4987
1134	6536	4981
1135	6542	4975
1136	6547	4969
1137	6552	4963
1138	6558	4957
1139	6563	4951
1140	6568	4945
1141	6574	4939
1142	6579	4933
1143	6584	4927
1144	6589	4920
1145	6594	4914
1146	6600	4908
1147	6606	4902
1148	6611	4896
1149	6618	4892
1150	6625	4886
1151	6629	4880
1152	6635	4874
1153	6641	4868
1154	6646	4862
1155	6652	4856
1156	6658	4851
1157	6667	4847
1158	6672	4841
1159	6677	4835
1160	6682	4829
1161	6688	4823
1162	6693	4817
1163	6700	4812
1164	6708	4808
1165	6716	4804
1166	6723	4799
1167	6730	4794
1168	6737	4789
1169	6744	4784
1170	6751	4779
1171	6757	4774
1172	6765	4769
1173	6772	4764
1174	6778	4759
1175	6783	4753
1176	6792	4749
1177	6799	4744
1178	6805	4739
1179	6810	4732
1180	6815	4726
1181	6821	4720
1182	6826	4714
1183	6832	4708
1184	6838	4703
1185	6845	4698
1186	6850	4691
1187	6856	4686
1188	6860	4679
1189	6865	4673
1190	6871	4667
1191	6876	4660
1192	6881	4655
1193	6886	4648
1194	6892	4642
1195	6898	4637
1196	6905	4632
1197	6910	4626
1198	6916	4620
1199	6922	4614
1200	6926	4608
1201	6931	4601
1202	6937	4595
1203	6941	4589
1204	6946	4583
1205	6951	4576
1206	6956	4570
1207	6961	4564
1208	6966	4557
1209	6972	4552
1210	6978	4546
1211	6983	4540
1212	6989	4534
1213	6995	4528
1214	7000	4522
1215	7005	4516
1216	7010	4510
1217	7014	4503
1218	7020	4497
1219	7025	4491
1220	7030	4485
1221	7036	4479
1222	7041	4473
1223	7047	4468
1224	7053	4462
1225	7058	4456
1226	7063	4449
1227	7068	4443
1228	7073	4437
1229	7079	4431
1230	7084	4425
1231	7090	4419
1232	7095	4413
1233	7103	4409
1234	7110	4404
1235	7119	4400
1236	7130	4397
1237	7137	4393
1238	7144	4388
1239	7150	4382
1240	7155	4376
1241	7160	4370
1242	7165	4364
1243	7170	4357
1244	7175	4351
1245	7180	4345
1246	7186	4339
1247	7191	4333
1248	7196	4326
1249	7201	4321
1250	7206	4314
1251	7212	4309
1252	7218	4303
1253	7224	4298
1254	7229	4291
1255	7235	4285
1256	7243	4281
1257	7249	4275
1258	7255	4270
1259	7259	4263
1260	7265	4258
1261	7271	4251
1262	7276	4245
1263	7281	4240
1264	7287	4234
1265	7292	4228
1266	7298	4222
1267	7303	4216
1268	7308	4210
1269	7313	4204
1270	7319	4197
1271	7324	4192
1272	7330	4186
1273	7335	4180
1274	7340	4174
1275	7345	4168
1276	7350	4161
1277	7356	4155
1278	7361	4149
1279	7366	4143
1280	7371	4137
1281	7376	4131
1282	7382	4125
1283	7390	4120
1284	7397	4116
1285	7404	4111
1286	7412	4106
1287	7421	4102
1288	7428	4097
1289	7435	4092
1290	7443	4087
1291	7450	4082
1292	7457	4077
1293	7463	4071
1294	7469	4066
1295	7477	4061
1296	7483	4056
1297	7488	4050
1298	7494	4044
1299	7499	4038
1300	7506	4033
1301	7513	4027
1302	7519	4022
1303	7525	4016
1304	7531	4010
1305	7537	4005
1306	7543	3999
1307	7549	3994
1308	7554	3987
1309	7560	3982
1310	7566	3976
1311	7571	3970
1312	7577	3964
1313	7582	3958
1314	7587	3952
1315	7594	3947
1316	7600	3941
1317	7605	3935
1318	7610	3929
1319	7615	3923
1320	7621	3917
1321	7626	3911
1322	7630	3904
1323	7635	3898
1324	7641	3892
1325	7647	3887
1326	7652	3880
1327	7657	3875
1328	7662	3868
1329	7667	3862
1330	7671	3856
1331	7677	3850
1332	7682	3844
1333	7688	3838
1334	7695	3833
1335	7701	3827
1336	7706	3821
1337	7711	3815
1338	7717	3809
1339	7722	3803
1340	7727	3797
1341	7732	3791
1342	7737	3785
1343	7742	3778
1344	7746	3772
1345	7751	3766
1346	7756	3760
1347	7760	3753
1348	7765	3747
1349	7770	3741
1350	7775	3735
1351	7780	3729
1352	7785	3722
1353	7791	3717
1354	7797	3711
1355	7803	3705
1356	7808	3700
1357	7814	3694
1358	7819	3688
1359	7824	3682
1360	7829	3676
1361	7834	3669
1362	7839	3663
1363	7844	3657
1364	7849	3651
1365	7853	3645
1366	7862	3640
1367	7867	3634
1368	7877	3630
1369	7882	3625
1370	7888	3619
1371	7893	3613
1372	7898	3606
1373	7903	3600
1374	7921	3600
1375	7934	3598
1376	7939	3592
1377	7951	3589
1378	7956	3583
1379	7961	3577
1380	7966	3570
1381	7971	3564
1382	7976	3558
1383	7981	3552
1384	7986	3546
1385	7991	3540
1386	7996	3534
1387	8000	3527
1388	8005	3521
1389	8011	3515
1390	8015	3509
1391	8020	3503
1392	8025	3497
1393	8030	3491
1394	8035	3484
1395	8040	3478
1396	8045	3472
1397	8050	3466
1398	8054	3460
1399	8059	3454
1400	8064	3447
1401	8069	3441
1402	8074	3435
1403	8079	3429
1404	8083	3423
1405	8088	3417
1406	8094	3411
1407	8099	3405
1408	8104	3399
1409	8109	3393
1410	8114	3387
1411	8118	3380
1412	8124	3375
1413	8129	3369
1414	8134	3363
1415	8140	3357
1416	8145	3351
1417	8150	3345
1418	8155	3339
1419	8160	3333
1420	8165	3327
1421	8170	3321
1422	8175	3315
1423	8180	3309
1424	8190	3304
1425	8195	3298
1426	8202	3293
1427	8207	3287
1428	8212	3281
1429	8217	3275
1430	8223	3269
1431	8227	3263
1432	8233	3257
1433	8238	3251
1434	8243	3245
1435	8249	3240
1436	8255	3234
1437	8261	3228
1438	8267	3223
1439	8272	3217
1440	8277	3210
1441	8282	3205
1442	8287	3199
1443	8292	3192
1444	8297	3187
1445	8303	3181
1446	8307	3175
1447	8312	3168
1448	8317	3162
1449	8322	3156
1450	8327	3150
1451	8332	3144
1452	8337	3138
1453	8342	3132
1454	8347	3126
1455	8352	3120
1456	8357	3114
1457	8362	3108
1458	8367	3102
1459	8372	3096
1460	8380	3091
1461	8387	3086
1462	8393	3080
1463	8398	3075
1464	8404	3069
1465	8408	3062
1466	8413	3056
1467	8418	3050
1468	8423	3044
1469	8428	3038
1470	8433	3032
1471	8437	3026
1472	8442	3020
1473	8447	3014
1474	8453	3008
1475	8458	3002
1476	8463	2996
1477	8468	2990
1478	8472	2984
1479	8478	2978
1480	8482	2972
1481	8489	2967
1482	8494	2961
1483	8499	2955
1484	8504	2949
1485	8510	2943
1486	8514	2937
1487	8519	2931
1488	8525	2925
1489	8531	2920
1490	8536	2914
1491	8542	2908
1492	8546	2902
1493	8552	2896
1494	8557	2890
1495	8561	2884
1496	8567	2878
1497	8571	2872
1498	8577	2866
1499	8581	2860
1500	8586	2854
1501	8591	2848
1502	8596	2842
1503	8601	2836
1504	8606	2830
1505	8610	2824
1506	8615	2818
1507	8620	2812
1508	8625	2806
1509	8630	2800
1510	8635	2794
1511	8640	2788
1512	8645	2782
1513	8650	2776
1514	8655	2770
1515	8661	2765
1516	8665	2759
1517	8671	2753
1518	8676	2747
1519	8681	2741
1520	8685	2735
1521	8691	2729
1522	8697	2723
1523	8702	2717
1524	8707	2712
1525	8712	2706
1526	8717	2700
1527	8723	2694
1528	8728	2688
1529	8733	2682
1530	8737	2676
1531	8742	2670
1532	8747	2664
1533	8752	2658
1534	8756	2652
1535	8761	2646
1536	8766	2640
1537	8771	2635
1538	8778	2629
1539	8782	2623
1540	8787	2617
1541	8792	2611
1542	8797	2605
1543	8802	2599
1544	8806	2593
1545	8811	2587
1546	8816	2581
1547	8821	2575
1548	8826	2569
1549	8831	2563
1550	8836	2558
1551	8840	2552
1552	8846	2546
1553	8850	2540
1554	8868	2538
1555	8873	2531
1556	8878	2526
1557	8884	2520
1558	8889	2514
1559	8896	2509
1560	8901	2503
1561	8907	2497
1562	8912	2491
1563	8917	2485
1564	8922	2479
1565	8926	2473
1566	8931	2468
1567	8937	2462
1568	8942	2456
1569	8947	2450
1570	8953	2445
1571	8959	2439
1572	8964	2433
1573	8969	2427
1574	8974	2421
1575	8979	2415
1576	8984	2410
1577	8989	2404
1578	8994	2398
1579	8999	2392
1580	9005	2386
1581	9010	2380
1582	9015	2374
1583	9020	2368
1584	9024	2362
1585	9030	2357
1586	9035	2351
1587	9041	2345
1588	9050	2341
1589	9058	2335
1590	9065	2330
1591	9072	2324
1592	9079	2319
1593	9086	2314
1594	9091	2308
1595	9098	2303
1596	9103	2297
1597	9109	2291
1598	9115	2285
1599	9119	2279
1600	9125	2274
1601	9130	2268
1602	9134	2262
1603	9140	2256
1604	9145	2250
1605	9150	2244
1606	9155	2239
1607	9161	2233
1608	9166	2227
1609	9171	2221
1610	9176	2215
1611	9181	2209
1612	9186	2204
1613	9191	2198
1614	9197	2192
1615	9208	2188
1616	9213	2182
1617	9218	2176
1618	9223	2170
1619	9229	2165
1620	9235	2159
1621	9245	2154
1622	9251	2148
1623	9258	2143
1624	9264	2138
1625	9272	2132
1626	9278	2127
1627	9286	2122
1628	9296	2117
1629	9304	2112
1630	9314	2107
1631	9321	2101
1632	9329	2096
1633	9336	2091
1634	9342	2085
1635	9348	2079
1636	9354	2074
1637	9361	2068
1638	9367	2063
1639	9373	2057
1640	9379	2051
1641	9384	2046
1642	9389	2040
1643	9395	2034
1644	9401	2028
1645	9406	2023
1646	9412	2017
1647	9417	2011
1648	9422	2005
1649	9427	1999
1650	9433	1994
1651	9440	1988
1652	9446	1982
1653	9454	1977
1654	9460	1972
1655	9466	1966
1656	9471	1960
1657	9477	1954
1658	9482	1949
1659	9488	1943
1660	9495	1937
1661	9501	1932
1662	9507	1926
1663	9514	1921
1664	9520	1915
1665	9527	1909
1666	9533	1904
1667	9538	1898
1668	9544	1892
1669	9549	1887
1670	9555	1881
1671	9561	1875
1672	9566	1869
1673	9571	1864
1674	9577	1858
1675	9583	1852
1676	9588	1846
1677	9595	1841
1678	9600	1835
1679	9606	1829
1680	9612	1824
