iter	MultiClass
1512	0.1818644654
1513	0.1818022069
1514	0.1817016487
1515	0.1815728478
1516	0.1814186804
1517	0.1813228492
1518	0.1812487599
1519	0.1811436958
1520	0.1810709106
1521	0.1809459034
1522	0.1808625936
1523	0.1808169028
1524	0.1807456711
1525	0.1806739392
1526	0.1806457269
1527	0.1805737505
1528	0.1805363724
1529	0.1804653723
1530	0.1803830374
1531	0.1803198901
1532	0.180227636
1533	0.1801654175
1534	0.1800331124
1535	0.1799219703
1536	0.1798621838
1537	0.1797573339
1538	0.179643583
1539	0.1795294283
1540	0.1794133347
1541	0.1792037363
1542	0.1790741125
1543	0.1789359778
1544	0.1788402261
1545	0.1787176569
1546	0.1786116411
1547	0.1783505379
1548	0.1782905477
1549	0.1782155568
1550	0.1781659291
1551	0.1781059965
1552	0.1780089033
1553	0.1778334304
1554	0.1777534818
1555	0.1777167082
1556	0.1775902856
1557	0.1774455831
1558	0.1773828983
1559	0.1773304081
1560	0.1772699441
1561	0.1770638999
1562	0.1769559038
1563	0.176857433
1564	0.1766665349
1565	0.1765899485
1566	0.1764895641
1567	0.1764409641
1568	0.1763286107
1569	0.1762269662
1570	0.1761418018
1571	0.1761045032
1572	0.1760579408
1573	0.1760284804
1574	0.1759333772
1575	0.1758609878
1576	0.1758080797
1577	0.1757849169
1578	0.1757218157
1579	0.175600653
1580	0.1754742313
1581	0.1754193774
1582	0.1753489616
1583	0.1752293953
1584	0.1751772412
1585	0.1750135385
1586	0.1749352529
1587	0.174804225
1588	0.1747304952
1589	0.1746251138
1590	0.1745433723
1591	0.1744253538
1592	0.1743553898
1593	0.1742563518
1594	0.1741180224
1595	0.1739955911
1596	0.1738992156
1597	0.1737867284
1598	0.1735600233
1599	0.1733944608
1600	0.1733441192
1601	0.1732185746
1602	0.1731258634
1603	0.1730642445
1604	0.1730018369
1605	0.1729104873
1606	0.1728210112
1607	0.1727754067
1608	0.1726265971
1609	0.1724958826
1610	0.1724050074
1611	0.1723766964
1612	0.1723082851
1613	0.1722326343
1614	0.172193594
1615	0.1720878204
1616	0.1720333698
1617	0.1719439771
1618	0.1718514828
1619	0.1717039209
1620	0.1716555041
1621	0.1715675819
1622	0.1715289828
1623	0.1714874262
1624	0.1714118808
1625	0.1713256848
1626	0.1712168503
1627	0.1711646707
1628	0.1711073254
1629	0.1710202459
1630	0.170906829
1631	0.1707896857
1632	0.1707339785
1633	0.1706782268
1634	0.1705986431
1635	0.1704981622
1636	0.1704225569
1637	0.1703518038
1638	0.1702431287
1639	0.1701076126
1640	0.170076125
1641	0.1699486646
1642	0.1698489528
1643	0.1697599341
1644	0.1695842052
1645	0.169549283
1646	0.169479611
1647	0.1693799245
1648	0.1692797358
1649	0.1692100877
1650	0.1691195279
1651	0.1689485449
1652	0.168922579
1653	0.1688257597
1654	0.1687305075
1655	0.1686633057
1656	0.1686288121
1657	0.1685595548
1658	0.1684344289
1659	0.168341364
1660	0.1682294967
1661	0.1681230955
1662	0.1680545861
1663	0.1679837936
1664	0.1678900746
1665	0.1677695509
1666	0.1676990996
1667	0.1676364362
1668	0.1674924731
1669	0.1673602412
1670	0.1672833261
1671	0.1671249014
1672	0.1670396307
1673	0.1669614093
1674	0.1668890945
1675	0.1668337045
1676	0.1667357775
1677	0.1667162176
1678	0.1666602979
1679	0.1665861814
1680	0.1664923221
1681	0.1664241803
1682	0.1663203423
1683	0.1662381574
1684	0.1661493756
1685	0.1660505087
1686	0.1659405513
1687	0.1658989303
1688	0.1658196097
1689	0.1657262844
1690	0.1656691923
1691	0.1655221173
1692	0.1654465159
1693	0.1653988476
1694	0.1653315587
1695	0.1652547304
1696	0.1651985912
1697	0.1651681224
1698	0.1650452192
1699	0.1649966321
1700	0.164909662
1701	0.1648646902
1702	0.1647563707
1703	0.1645900558
1704	0.1645220934
1705	0.1644744495
1706	0.1643953699
1707	0.1642739451
1708	0.1641756011
1709	0.1640718712
1710	0.1639910284
1711	0.1638826634
1712	0.1637659482
1713	0.1636748156
1714	0.1635728412
1715	0.1634854936
1716	0.1633599643
1717	0.1632003194
1718	0.1631102734
1719	0.163010333
1720	0.1628951712
1721	0.162833871
1722	0.1627762843
1723	0.1627083578
1724	0.1626447747
1725	0.1625538777
1726	0.1625206051
1727	0.1624477766
1728	0.1623840357
1729	0.162239254
1730	0.1621659998
1731	0.1621007692
1732	0.1620284379
1733	0.1619636802
1734	0.1618478895
1735	0.1616977344
1736	0.1615694804
1737	0.1614951806
1738	0.1614410559
1739	0.1612667048
1740	0.1611775715
1741	0.1610815345
1742	0.1609873044
1743	0.1608662889
1744	0.1607818617
1745	0.1606675723
1746	0.1606142559
1747	0.1605236715
1748	0.1604094676
1749	0.1602434804
1750	0.1601321287
1751	0.1600034364
1752	0.1599051409
1753	0.1598498581
1754	0.1597126534
1755	0.1596677116
1756	0.1595551434
1757	0.1595284092
1758	0.1594522631
1759	0.1593713371
1760	0.1592309198
1761	0.1591621134
1762	0.159019769
1763	0.1589606663
1764	0.1588579397
1765	0.1588041626
1766	0.1587453345
1767	0.158708007
1768	0.1585893052
1769	0.1585048639
1770	0.1584533933
1771	0.158393372
1772	0.1583296507
1773	0.1582906152
1774	0.1582377817
1775	0.1581541785
1776	0.1580984495
1777	0.1579868289
1778	0.1578986125
1779	0.1578391955
1780	0.1577933565
1781	0.1577285987
1782	0.1575018713
1783	0.1574184507
1784	0.1573425898
1785	0.1572801282
1786	0.1572442841
1787	0.1571536243
1788	0.157092377
1789	0.1569676747
1790	0.1568719844
1791	0.1567976083
1792	0.1566879983
1793	0.1565803797
1794	0.1565077453
1795	0.1564308008
1796	0.1563534649
1797	0.1562410159
1798	0.1562112219
1799	0.1560840216
1800	0.156044155
1801	0.1558887644
1802	0.1558495536
1803	0.1558191344
1804	0.1557194149
1805	0.1556646763
1806	0.1556054265
1807	0.155520998
1808	0.1554162169
1809	0.155279887
1810	0.1552145162
1811	0.1551856951
1812	0.1550626246
1813	0.1549670514
1814	0.1548878832
1815	0.154823055
1816	0.154690523
1817	0.1546296977
1818	0.1545025852
1819	0.1543367711
1820	0.1542430121
1821	0.15419211
1822	0.1540968146
1823	0.1539679295
1824	0.153902093
1825	0.1538169929
1826	0.1537798646
1827	0.1537489663
1828	0.1536511774
1829	0.1535694351
1830	0.153488344
1831	0.1534367671
1832	0.1533011181
1833	0.153249217
1834	0.1531550988
1835	0.1530632052
1836	0.1529659102
1837	0.1529016495
1838	0.1528554343
1839	0.1527890011
1840	0.1527257807
1841	0.1526034167
1842	0.1525604373
1843	0.1524918152
1844	0.1524048462
1845	0.152292315
1846	0.152196706
1847	0.1521218486
1848	0.1520643698
1849	0.1519617268
1850	0.1518481319
1851	0.1517974758
1852	0.1517537825
1853	0.1517127903
1854	0.1516746853
1855	0.1514827367
1856	0.1514065474
1857	0.1513420877
1858	0.1512320992
1859	0.1511462893
1860	0.1510713481
1861	0.1509454946
1862	0.150875703
1863	0.1508405118
1864	0.1506879643
1865	0.1505943179
1866	0.1505303825
1867	0.1504459757
1868	0.1503973027
1869	0.150293395
1870	0.1502338952
1871	0.150178494
1872	0.1500719735
1873	0.1499745026
1874	0.1498485128
1875	0.1497422219
1876	0.1496231206
1877	0.1495630829
1878	0.1494610166
1879	0.1493999826
1880	0.1492715922
1881	0.1492119283
1882	0.1491690491
1883	0.1491141897
1884	0.1490326427
1885	0.1489600609
1886	0.1489357274
1887	0.1488858153
1888	0.1487899327
1889	0.148740596
1890	0.1486381839
1891	0.1485556873
1892	0.148449781
1893	0.1483767842
1894	0.1483244614
1895	0.148278052
1896	0.1482291539
1897	0.1480907362
1898	0.1480226581
1899	0.1479417394
1900	0.1478688946
1901	0.1478244432
1902	0.1477431912
1903	0.1477250231
1904	0.1476894389
1905	0.1476445265
1906	0.1475150949
1907	0.1474796611
1908	0.1474139819
1909	0.147354351
1910	0.1473195391
1911	0.1472213618
1912	0.1471662768
1913	0.147117574
1914	0.1470623028
1915	0.1470272081
1916	0.1469800878
1917	0.1468755643
1918	0.1467810921
1919	0.1467197396
1920	0.1466510354
1921	0.1465962508
1922	0.1465066341
1923	0.1464506281
1924	0.1463227013
1925	0.1462745985
1926	0.1462274726
1927	0.1461720241
1928	0.1460882175
1929	0.1460447006
1930	0.1460193397
1931	0.1459975986
1932	0.1459536711
1933	0.145903469
1934	0.1458536464
1935	0.1457039598
1936	0.1456407538
1937	0.1455984969
1938	0.1455381601
1939	0.1454633592
1940	0.1453636868
1941	0.1453169693
1942	0.1452383813
1943	0.1451716252
1944	0.1449997264
1945	0.1448912033
1946	0.1448516055
1947	0.1447057688
1948	0.1446128363
1949	0.1445100359
1950	0.1444565811
1951	0.1444068081
1952	0.1443299343
1953	0.14421882
1954	0.1441513565
1955	0.1441084489
1956	0.1440138032
1957	0.1439580802
1958	0.1438554552
1959	0.143806893
1960	0.1437678425
1961	0.1436474372
1962	0.1435619689
1963	0.1434592438
1964	0.1434216247
1965	0.1433649214
1966	0.1432780722
1967	0.1431899634
1968	0.1431277233
1969	0.1430609879
1970	0.1430069933
1971	0.1429577426
1972	0.1428641959
1973	0.1428042336
1974	0.1427167968
1975	0.1426180862
1976	0.1425863715
1977	0.1425166991
1978	0.1424394319
1979	0.1423963395
1980	0.142307706
1981	0.1422789586
1982	0.1421919258
1983	0.1421283859
1984	0.1420869008
1985	0.1420068051
1986	0.1418755522
1987	0.1417891511
1988	0.1415977919
1989	0.1415226864
1990	0.1415062976
1991	0.1414501784
1992	0.1414104201
1993	0.141325878
1994	0.1412529712
1995	0.1412034477
1996	0.1411673129
1997	0.1411018463
1998	0.1410505964
1999	0.1409393571
