iter	MultiClass
180	0.4852113097
181	0.484746763
182	0.4832595264
183	0.4827393751
184	0.4820424476
185	0.4814037184
186	0.4806229384
187	0.4799106076
188	0.4791753132
189	0.4782364914
190	0.4774169056
191	0.4766392951
192	0.4758818498
193	0.4754503628
194	0.4746882589
195	0.4734365494
196	0.4727471385
197	0.4721005686
198	0.4717626291
199	0.4711747232
200	0.4705480301
201	0.4696444451
202	0.4690767331
203	0.4683799221
204	0.4679167821
205	0.4673417292
206	0.4668366783
207	0.4661433754
208	0.4654881025
209	0.4647934072
210	0.4639594006
211	0.4630469711
212	0.4625598846
213	0.4619808747
214	0.4610925232
215	0.460128569
216	0.4595389083
217	0.4590464498
218	0.4585142401
219	0.4579694379
220	0.4574754427
221	0.4570319895
222	0.4565079007
223	0.4559655555
224	0.455305568
225	0.4547589602
226	0.4541042436
227	0.4536132473
228	0.4525480652
229	0.4519204743
230	0.4512097996
231	0.4504706648
232	0.449706847
233	0.4490861507
234	0.4485709608
235	0.4477669433
236	0.4473150997
237	0.4469521452
238	0.4461059632
239	0.4454919958
240	0.4447689965
241	0.444269735
242	0.4437794282
243	0.4429552958
244	0.4425660851
245	0.4420671616
246	0.4415023977
247	0.4409126945
248	0.4402497128
249	0.4398778569
250	0.4393768095
251	0.4387487272
252	0.4380112121
253	0.4373140524
254	0.4371261942
255	0.4366670751
256	0.4361762538
257	0.4357087956
258	0.4351781997
259	0.4349435042
260	0.4344585773
261	0.4338719357
262	0.4336307958
263	0.4332934123
264	0.4323900589
265	0.431532139
266	0.4309724445
267	0.4299508819
268	0.4294512872
269	0.4288488967
270	0.428210891
271	0.4276277509
272	0.427144416
273	0.4266389237
274	0.426104058
275	0.4258240342
276	0.4254334661
277	0.4250923395
278	0.4247064983
279	0.4243918468
280	0.4240720407
281	0.4236994866
282	0.4230378978
283	0.4228094099
284	0.4225815092
285	0.4218062291
286	0.4212039841
287	0.4206530165
288	0.4202144975
289	0.4199657881
290	0.4195462651
291	0.4191573663
292	0.4188072494
293	0.4181447441
294	0.4179493546
295	0.4173702987
296	0.4169932406
297	0.4166723506
298	0.4161962368
299	0.4158404668
300	0.4155520906
301	0.4151623059
302	0.414891099
303	0.4144574872
304	0.4139168781
305	0.4134695066
306	0.4131498509
307	0.4126892522
308	0.4124069903
309	0.4119801889
310	0.4114143398
311	0.4110861562
312	0.4103589924
313	0.4100385579
314	0.4095499652
315	0.4091604962
316	0.40865956
317	0.4084188419
318	0.4080629578
319	0.4077752241
320	0.4075428031
321	0.4072865286
322	0.406873412
323	0.40643687
324	0.4057692254
325	0.4055012295
326	0.4047215324
327	0.404314814
328	0.4037310082
329	0.4035510433
330	0.4033047929
331	0.40280203
332	0.4023845767
333	0.402006606
334	0.4016584538
335	0.4013067008
336	0.4008952753
337	0.4003690458
338	0.4001019458
339	0.3995145737
340	0.3991828981
341	0.3987028739
342	0.3983415867
343	0.3978916367
344	0.3977801596
345	0.3972557413
346	0.3970232245
347	0.3965790616
348	0.3963047515
349	0.3959859844
350	0.3956003581
351	0.3953462037
352	0.3950184364
353	0.3943768765
354	0.3939268945
355	0.3934842902
356	0.3930822977
357	0.3925798174
358	0.3922558564
359	0.3919902867
360	0.3916690562
361	0.3914593315
362	0.390980455
363	0.3906671571
364	0.390076135
365	0.3896960878
366	0.3892705111
367	0.38894369
368	0.3885892944
369	0.3881401438
370	0.3877700599
371	0.3875957578
372	0.3871809795
373	0.3865388589
374	0.3861890511
375	0.3858688984
376	0.3855283391
377	0.3852152225
378	0.3848334937
379	0.3846549799
380	0.3843764341
381	0.3841122384
382	0.3839304187
383	0.3836162381
384	0.383255381
385	0.3829184254
386	0.3827221769
387	0.3822195377
388	0.3817483849
389	0.3813096592
390	0.381112803
391	0.3806250859
392	0.3803419646
393	0.3799608434
394	0.3796477704
395	0.3794548598
396	0.3792463904
397	0.3786832988
398	0.3783021151
399	0.3777852103
400	0.3773797443
401	0.377063467
402	0.3768404303
403	0.3762080714
404	0.3757782964
405	0.3753706349
406	0.3752887652
407	0.3748514162
408	0.3745773186
409	0.374307976
410	0.3740254953
411	0.3737554611
412	0.3733998801
413	0.3730841847
414	0.3724601937
415	0.3718217134
416	0.3713849658
417	0.3710514201
418	0.3707046392
419	0.3703507636
420	0.3700770616
421	0.3699032171
422	0.3697415864
423	0.3695852445
424	0.3693814097
425	0.3691658211
426	0.3688942073
427	0.3686873176
428	0.3684842496
429	0.3680982886
430	0.3679436336
431	0.3676261344
432	0.3673788666
433	0.3670587627
434	0.366631197
435	0.3662006809
436	0.3659432509
437	0.3657723121
438	0.3651598378
439	0.3646632393
440	0.3643300766
441	0.3640967603
442	0.3637246732
443	0.3634536984
444	0.3633065307
445	0.3629873039
446	0.3626431968
447	0.3623853294
448	0.3621628948
449	0.3619239388
450	0.3616506283
451	0.3612551911
452	0.3608313002
453	0.3605107402
454	0.3601197477
455	0.3600693583
456	0.3594883246
457	0.3589897181
458	0.3587796446
459	0.3584368274
460	0.3579768901
461	0.3574350287
462	0.357159782
463	0.3566856934
464	0.3564686661
465	0.3562584102
466	0.3557608156
467	0.3554784886
468	0.3552038306
469	0.3550629872
470	0.3548700404
471	0.3547188982
472	0.3545896746
473	0.3543236655
474	0.3539608755
475	0.3538549925
476	0.3535588568
477	0.3533060261
478	0.3531604661
479	0.3529042824
480	0.3525442081
481	0.3522815698
482	0.3518577593
483	0.3514672371
484	0.3513110594
485	0.3509005653
486	0.3503450041
487	0.3501396309
488	0.3498385668
489	0.3493739088
490	0.3492159227
491	0.3488099543
492	0.3486641836
493	0.3483095193
494	0.3481210002
495	0.3477037448
496	0.3474346575
497	0.3471442091
498	0.3468997023
499	0.3466884375
500	0.3463651129
501	0.3460920154
502	0.3458802117
503	0.3457539563
504	0.3455599344
505	0.3451287291
506	0.3447911116
507	0.3446090803
508	0.3443626566
509	0.3439835675
510	0.3437880453
511	0.343488901
512	0.3431686509
513	0.342769743
514	0.3425287621
515	0.3423455357
516	0.3419917774
517	0.3415688279
518	0.3413667022
519	0.341168521
520	0.3406279792
521	0.3403792369
522	0.3400665627
523	0.3398128143
524	0.3394256807
525	0.3390683687
526	0.338781551
527	0.3382938894
528	0.3380750739
529	0.3378607676
530	0.3377176115
531	0.337390903
532	0.3370269884
533	0.3369000995
534	0.3365155906
535	0.3362203648
536	0.3360428368
537	0.3358903548
538	0.3357127071
539	0.3356013498
540	0.335387726
541	0.3349596612
542	0.3347197746
543	0.3344743751
544	0.3340800736
545	0.3337733471
546	0.3336284408
547	0.3333165929
548	0.3332853683
549	0.3330862327
550	0.3327866242
551	0.332440044
552	0.3323325154
553	0.3322484398
554	0.332009673
555	0.3316850081
556	0.3315766504
557	0.3312664913
558	0.3311720518
559	0.3309557948
560	0.3306675616
561	0.3302676197
562	0.329911991
563	0.3295618939
564	0.3293420059
565	0.3290232047
566	0.3288379361
567	0.3285886545
568	0.3283332884
569	0.3281675738
570	0.3279816305
571	0.3275340991
572	0.3273513504
573	0.3271815879
574	0.3269816937
575	0.326838902
576	0.3266876603
577	0.3265160342
578	0.3263015084
579	0.3262187759
580	0.3260667794
581	0.3258015102
582	0.3255602041
583	0.3252855064
584	0.3250761653
585	0.3248794448
586	0.3246408606
587	0.3244838283
588	0.3242956238
589	0.3241838409
590	0.3240093933
591	0.3236973316
592	0.3234362414
593	0.323131161
594	0.3229683245
595	0.3227881297
596	0.3225121162
597	0.3223081861
598	0.3220915266
599	0.3220016549
600	0.3217679893
601	0.3215387401
602	0.3214135116
603	0.3212028234
604	0.3207027408
605	0.3205476877
606	0.3202863631
607	0.3200296679
608	0.3196708718
609	0.3194712305
610	0.3191898512
611	0.3189266365
612	0.3187020071
613	0.3184886477
614	0.31831629
615	0.3181005048
616	0.3178543068
617	0.317651105
618	0.3172484475
619	0.3170838899
620	0.3167124884
621	0.3164839765
622	0.3163231965
623	0.3158084747
624	0.3155307624
625	0.3153578291
626	0.3150153556
627	0.3148891126
628	0.3146658943
629	0.3144502121
630	0.314216028
631	0.3139440311
632	0.313811676
633	0.3135029849
634	0.3132445075
635	0.3129729737
636	0.312604955
637	0.3124053207
638	0.3122512276
639	0.3119928016
640	0.3117796774
641	0.3115571105
642	0.3113848789
643	0.3111955849
644	0.310989075
645	0.3106224352
646	0.3102986174
647	0.3101299882
648	0.3099711792
649	0.3097836387
650	0.3096447264
651	0.3095131205
652	0.3094425273
653	0.3092975262
654	0.3090067581
655	0.3089132896
656	0.3086711552
657	0.3084983979
658	0.3081857703
659	0.3080229768
660	0.3076723639
661	0.3072714465
662	0.307084304
663	0.3068190415
664	0.3064551165
665	0.3063232994
666	0.3060521071
667	0.3058826525
668	0.3056095888
669	0.305336254
670	0.3050242371
671	0.304808575
672	0.3046874002
673	0.3044785465
674	0.3042768773
675	0.3039289935
676	0.3035856392
677	0.3034486609
678	0.3032228598
679	0.3030769584
680	0.3028480512
681	0.3026177469
682	0.3022862717
683	0.3019785278
684	0.3017638702
685	0.3016854215
686	0.3014713035
687	0.3011843665
688	0.3011122172
689	0.3010194889
690	0.3008668138
691	0.3006217605
692	0.300428428
693	0.3002072928
694	0.2999731071
695	0.2998578122
696	0.2995434661
697	0.2991269448
698	0.2989811019
699	0.2988059127
700	0.29847691
701	0.2982222614
702	0.2979681254
703	0.2977881703
704	0.2975432959
705	0.2974494406
706	0.2972853379
707	0.2971030926
708	0.2968844875
709	0.296723892
710	0.2966017445
711	0.2964632285
712	0.2961565745
713	0.2959058273
714	0.2956359118
715	0.2953970595
716	0.295120988
717	0.2947480461
718	0.2944992806
719	0.2943015293
720	0.2940101378
721	0.2938095684
722	0.2936815275
723	0.2934981308
724	0.2932678067
725	0.2931630945
726	0.2930553973
727	0.2928326167
728	0.2926166589
729	0.2924709781
730	0.2922954701
731	0.2921307103
732	0.2920339809
733	0.2918661534
734	0.2916177368
735	0.2913450504
736	0.291121524
737	0.290956949
738	0.2908265574
739	0.2904913025
740	0.2903032202
741	0.2901979788
742	0.2901176606
743	0.2899760407
744	0.2897997702
745	0.2896109111
746	0.289495961
747	0.2891725141
748	0.2890602218
749	0.288752824
750	0.2885670376
751	0.2883916405
752	0.2882756498
753	0.2880446119
754	0.2877606367
755	0.2876258104
756	0.2874332761
757	0.2872815392
758	0.2870727881
759	0.2869155199
760	0.2867506811
761	0.286436332
762	0.2863562288
763	0.2861966048
764	0.2858799893
765	0.2856349125
766	0.2853533339
767	0.2851598817
768	0.2848334687
769	0.2845877379
770	0.2844021984
771	0.2842837416
772	0.2839289593
773	0.2836082354
774	0.2834561703
775	0.2832102931
776	0.2830664943
777	0.282801137
778	0.2826207642
779	0.2824543619
780	0.2821353239
781	0.2819627722
782	0.2818227003
783	0.2815480972
784	0.2812551578
785	0.280999183
786	0.2806884838
787	0.2805554207
788	0.2804064859
789	0.2803144766
790	0.2799996721
791	0.2798381833
792	0.279552084
793	0.2793621646
794	0.2791892303
795	0.2790063972
796	0.2788642232
797	0.2788039257
798	0.2786765631
799	0.2785248822
800	0.2781920831
801	0.2778731255
802	0.2776683595
803	0.2775861208
804	0.277456687
805	0.2773459865
806	0.2771160225
807	0.2768656465
808	0.2766990851
809	0.2764375259
810	0.2763203584
811	0.27606255
812	0.2759163735
813	0.2758004161
814	0.2755257507
815	0.2753934686
816	0.2752654329
817	0.2751737815
818	0.2749968395
819	0.2747842006
820	0.2745513869
821	0.2741782417
822	0.2740766845
823	0.2737808065
824	0.2735584809
825	0.2734214645
826	0.2731203668
827	0.2729131794
828	0.2727953302
829	0.2725904748
830	0.2725081598
831	0.2723362169
832	0.2722151132
833	0.2720497455
834	0.2717967405
835	0.2716749362
836	0.2714860226
837	0.2712726365
838	0.2711132087
839	0.2709034005
840	0.2704783773
841	0.2703296726
842	0.2700994316
843	0.2698232644
844	0.2696006961
845	0.2693845704
846	0.2691661303
847	0.2689420029
848	0.2687825158
849	0.2686697812
850	0.2686018807
851	0.2682273384
852	0.2680774846
853	0.2679767871
854	0.2678073589
855	0.2675822616
856	0.2674117517
857	0.2671925732
858	0.2670830315
859	0.2668932347
860	0.2666921775
861	0.2664749049
862	0.2661588601
863	0.266114313
864	0.2660615876
865	0.2659683764
866	0.2658778367
867	0.2655672145
868	0.2654102663
869	0.2652774266
870	0.265218736
871	0.2651420743
872	0.2649945832
873	0.2647544029
874	0.2645723718
875	0.2644419472
876	0.2643234371
877	0.2641915886
878	0.2640141834
879	0.2638387253
880	0.2636629718
881	0.2635300224
882	0.2633237313
883	0.263125696
884	0.2630452853
885	0.2628848875
886	0.2627723508
887	0.2627040035
888	0.2625973468
889	0.2625200278
890	0.262269794
891	0.2621817041
892	0.2620005794
893	0.2618670475
894	0.2618177077
895	0.261672135
896	0.2614337245
897	0.2611817335
898	0.2610894459
899	0.2609124172
900	0.2607175567
901	0.2606309132
902	0.2604779822
903	0.260416958
904	0.2602531744
905	0.2600492097
906	0.2599706206
907	0.2598330909
908	0.2596065023
909	0.2594529639
910	0.2591883243
911	0.2590509918
912	0.2588063978
913	0.2585824057
914	0.2584572158
915	0.2581939346
916	0.2580583428
917	0.2579007994
918	0.2578131351
919	0.2575700456
920	0.2574453307
921	0.257143491
922	0.2568653557
923	0.2568153536
924	0.2566356111
925	0.2565169056
926	0.2564317764
927	0.2563033107
928	0.2561435846
929	0.2559036012
930	0.2558474302
931	0.2556383278
932	0.2554912772
933	0.2554448882
934	0.2552149377
935	0.255045231
936	0.2549733036
937	0.2549265936
938	0.2547091876
939	0.2545434943
940	0.2544454986
941	0.2542525638
942	0.2541298637
943	0.2539352862
944	0.253856416
945	0.2536793722
946	0.2534140528
947	0.2532284976
948	0.2530987423
949	0.2528327981
950	0.2525709903
951	0.2524026061
952	0.2522745864
953	0.252026908
954	0.2518966505
955	0.2517440544
956	0.2515736089
957	0.2514584251
958	0.2513149381
959	0.2512521858
960	0.2510089883
961	0.2508791533
962	0.2506751936
963	0.2504569911
964	0.2503037725
965	0.2500922122
966	0.2499301496
967	0.2497419398
968	0.2496192235
969	0.249531666
970	0.2493828312
971	0.2492304533
972	0.2490734484
973	0.2489461563
974	0.2487843483
975	0.2487566564
976	0.2486135038
977	0.2485439995
978	0.2483042654
979	0.2479995922
980	0.2477603693
981	0.2476110127
982	0.247347859
983	0.2471796523
984	0.2470693174
985	0.2469988549
986	0.2467083187
987	0.2465649671
988	0.2465153915
989	0.2464243536
990	0.2462744551
991	0.2461898494
992	0.2460552235
993	0.2458027335
994	0.2457109385
995	0.2455311108
996	0.2453699339
997	0.2452372316
998	0.2450598989
999	0.2449866836
1000	0.2448597187
1001	0.2447710034
1002	0.2445868162
1003	0.2443861956
1004	0.2442704687
1005	0.2440721836
1006	0.243890329
1007	0.2435630517
1008	0.2434477914
1009	0.2433082351
1010	0.2431502154
1011	0.2430895948
1012	0.2429511992
1013	0.2428532776
1014	0.2427214306
1015	0.2426374124
1016	0.2424519263
1017	0.2421860739
1018	0.2420027518
1019	0.2418516206
1020	0.2416355185
1021	0.2415125481
1022	0.2412928261
1023	0.2411754839
1024	0.2410278247
1025	0.2409110252
1026	0.2408213378
1027	0.2406518091
1028	0.2406094816
1029	0.2404296875
1030	0.2403035631
1031	0.2401690031
1032	0.2399846336
1033	0.2398319729
1034	0.2396693852
1035	0.2395124618
1036	0.2393122589
1037	0.2391674533
1038	0.2390308376
1039	0.2387880506
1040	0.2385643238
1041	0.2384281214
1042	0.2382714555
1043	0.2380183379
1044	0.2378854869
1045	0.2378067028
1046	0.2376651743
1047	0.2375965573
1048	0.2374608733
1049	0.2373467598
1050	0.2372949531
1051	0.2371273875
1052	0.2369987685
1053	0.2368776547
1054	0.2367826296
1055	0.2367044773
1056	0.2365405818
1057	0.2364123692
1058	0.2362973335
1059	0.2361166937
1060	0.2358905255
1061	0.2357793709
1062	0.2355761799
1063	0.2355137501
1064	0.2353978732
1065	0.2353440118
1066	0.2352090048
1067	0.2351089978
1068	0.2350258916
1069	0.2349388722
1070	0.2347027702
1071	0.2345672417
1072	0.2344869453
1073	0.2343681704
1074	0.234233007
1075	0.2340584349
1076	0.233815735
1077	0.2337473004
1078	0.233593702
1079	0.2335131102
1080	0.2334233569
1081	0.2332474211
1082	0.2331905581
1083	0.2330348096
1084	0.2329626084
1085	0.2328213109
1086	0.2326670801
1087	0.2324629616
1088	0.2322548535
1089	0.2321783179
1090	0.2318633047
1091	0.2316927904
1092	0.2315613331
1093	0.231488943
1094	0.2312912049
1095	0.2312191019
1096	0.2311224907
1097	0.2309273845
1098	0.230888528
1099	0.2307146476
1100	0.2305574038
1101	0.2303913183
1102	0.2303342157
1103	0.2302640712
1104	0.2302266943
1105	0.2300215575
1106	0.229852327
1107	0.2297210481
1108	0.2295576328
1109	0.2294819981
1110	0.2292556099
1111	0.2291204744
1112	0.2290698659
1113	0.22896515
1114	0.228786867
1115	0.2285316365
1116	0.2284161526
1117	0.2282364502
1118	0.2281676919
1119	0.22808624
1120	0.2278692299
1121	0.2277596421
1122	0.2276467929
1123	0.2275212831
1124	0.2273809186
1125	0.2272565938
1126	0.2270794463
1127	0.2269780399
1128	0.2267962411
1129	0.2266939295
1130	0.2265988717
1131	0.2264555453
1132	0.2263387094
1133	0.2262326708
1134	0.2260873485
1135	0.2259971023
1136	0.2258653376
1137	0.2257138194
1138	0.2256302903
1139	0.2255664731
1140	0.2254045663
1141	0.2252461815
1142	0.2251127846
1143	0.2248619608
1144	0.2246825492
1145	0.2246190731
1146	0.2244229922
1147	0.2242416556
1148	0.2240558804
1149	0.223934193
1150	0.2237793139
1151	0.2235938158
1152	0.2235324273
1153	0.2234164222
1154	0.2233281079
1155	0.2231491381
1156	0.2229847977
1157	0.2228982482
1158	0.2227512641
1159	0.2226306853
1160	0.2224009531
1161	0.222280923
1162	0.2221860015
1163	0.2221040419
1164	0.2220267337
1165	0.2218033361
1166	0.2216689942
1167	0.2214633852
1168	0.2213627943
1169	0.2212837121
1170	0.2210609248
1171	0.2209240549
1172	0.2207609422
1173	0.22063332
1174	0.2205329363
1175	0.2203980053
1176	0.2203095694
1177	0.2200726382
1178	0.2199256972
1179	0.21985302
1180	0.2197608873
1181	0.219603705
1182	0.2194477217
1183	0.2193514223
1184	0.2192718929
1185	0.2192002955
1186	0.2189778305
1187	0.2188642423
1188	0.218734957
1189	0.2185250706
1190	0.2183536752
1191	0.2182788584
1192	0.2182343594
1193	0.2180684384
1194	0.2179334708
1195	0.2177731338
1196	0.2176234477
1197	0.2174708623
1198	0.2173022289
1199	0.2171378762
1200	0.2169653656
1201	0.2168716979
1202	0.2166801529
1203	0.216522219
1204	0.2164215942
1205	0.2163079497
1206	0.2162120603
1207	0.2160802256
1208	0.2158631027
1209	0.215673049
1210	0.2155434656
1211	0.2152870393
1212	0.2150642487
1213	0.2149616
1214	0.2149079874
1215	0.2147583959
1216	0.2145367842
1217	0.2144351337
1218	0.2141892867
1219	0.2140290677
1220	0.2139121222
1221	0.2137912501
1222	0.2136754422
1223	0.2135876974
1224	0.2134694896
1225	0.2133662199
1226	0.2131838988
1227	0.2131216679
1228	0.213000685
1229	0.212953565
1230	0.2128419659
1231	0.2126530275
1232	0.2125917254
1233	0.2124666023
1234	0.2123156292
1235	0.2122317229
1236	0.2121629904
1237	0.2120232745
1238	0.2119669553
1239	0.2118957703
1240	0.2118410003
1241	0.2117018375
1242	0.2116086272
1243	0.211421239
1244	0.2113198739
1245	0.2112060097
1246	0.2110126069
1247	0.2109003594
1248	0.2107215996
1249	0.2105608926
1250	0.2104466966
1251	0.2101856766
1252	0.2100585543
1253	0.2098732738
1254	0.2097839667
1255	0.2097307092
1256	0.2096319421
1257	0.2094769633
1258	0.209355125
1259	0.2091986749
1260	0.2091031751
1261	0.2090348628
1262	0.2089423519
1263	0.2088032855
1264	0.2086984286
1265	0.2084912264
1266	0.2083416541
1267	0.2082513256
1268	0.2081196273
1269	0.2079714838
1270	0.2077869392
1271	0.2077036751
1272	0.2075113453
1273	0.2074445997
1274	0.2073484491
1275	0.2072911449
1276	0.207137741
1277	0.2069586434
1278	0.2068647164
1279	0.2067426157
1280	0.2066156067
1281	0.2064997651
1282	0.2063672121
1283	0.2062842927
1284	0.2061952491
1285	0.2059439628
1286	0.2058320373
1287	0.2057575743
1288	0.2057075287
1289	0.2055560427
1290	0.205390377
1291	0.2052862791
1292	0.205262395
1293	0.2051249484
1294	0.2050061436
1295	0.2049278246
1296	0.204819073
1297	0.2046693302
1298	0.2045924914
1299	0.2044118099
1300	0.204266138
1301	0.2040421353
1302	0.2038210357
1303	0.2037692319
1304	0.2036082962
1305	0.2035565678
1306	0.2034636665
1307	0.2034068724
1308	0.2032981461
1309	0.2031935338
1310	0.2031347098
1311	0.203083156
1312	0.2029791643
1313	0.2028868503
1314	0.2028363271
1315	0.2027986261
1316	0.2026874038
1317	0.2026242662
1318	0.2025712705
1319	0.2024910861
1320	0.2024079978
1321	0.2023200406
1322	0.2021389757
1323	0.2020347449
1324	0.2019245364
1325	0.2018056466
1326	0.2016218657
1327	0.2015176439
1328	0.2014411466
1329	0.2012825031
1330	0.201209966
1331	0.2011675293
1332	0.2010883423
1333	0.2010183067
1334	0.2008653113
1335	0.2008112727
1336	0.2006352483
1337	0.2005546016
1338	0.2004998171
1339	0.2003171175
1340	0.2001706312
1341	0.2001041828
1342	0.1999951876
1343	0.1999202175
1344	0.1998181796
1345	0.1996885575
1346	0.1996135741
1347	0.1995504635
1348	0.1994380097
1349	0.1993655112
1350	0.1992319206
1351	0.1991111359
1352	0.1989277916
1353	0.1988154301
1354	0.1987649155
1355	0.1986640317
1356	0.1985501107
1357	0.1985042154
1358	0.1983798784
1359	0.1982832439
1360	0.1981382025
1361	0.1980986692
1362	0.1979520289
1363	0.1977948953
1364	0.1976334646
1365	0.1975074286
1366	0.1974158439
1367	0.1973269586
1368	0.1971199178
1369	0.1970675377
1370	0.1969750554
1371	0.1969017249
1372	0.1968237362
1373	0.1967634303
1374	0.1966551047
1375	0.1964864871
1376	0.196407409
1377	0.196275871
1378	0.1961775864
1379	0.196129759
1380	0.1960079266
1381	0.195929908
1382	0.1958172398
1383	0.1957183706
1384	0.1955632189
1385	0.1954674059
1386	0.1953370205
1387	0.1952042205
1388	0.1950665425
1389	0.1949523664
1390	0.1948270321
1391	0.1946815542
1392	0.194583414
1393	0.194450094
1394	0.194289556
1395	0.1941560383
1396	0.1940569883
1397	0.1939562982
1398	0.1938947102
1399	0.1937781398
1400	0.1935690518
1401	0.1934726091
1402	0.193358716
1403	0.1932210709
1404	0.1930784269
1405	0.1929571044
1406	0.192870933
1407	0.1927820013
1408	0.1926515619
1409	0.1925726723
1410	0.1923879168
1411	0.1923398174
1412	0.1922379097
1413	0.1921491934
1414	0.1920194015
1415	0.1919495267
1416	0.1918559888
1417	0.1917678329
1418	0.1917125127
1419	0.1915587694
1420	0.1914528872
1421	0.1913352097
1422	0.1911649101
1423	0.1910598653
1424	0.1909897865
1425	0.1908984487
1426	0.1908173589
1427	0.1907421134
1428	0.1905273
1429	0.1903009358
1430	0.1901782072
1431	0.1901342873
1432	0.1900527254
1433	0.189935444
1434	0.1898362928
1435	0.1897250386
1436	0.1895920205
1437	0.1895310598
1438	0.1894648799
1439	0.1893601787
1440	0.1892240017
1441	0.1890598257
1442	0.1889836275
1443	0.1888410737
1444	0.1887303394
1445	0.1885992057
1446	0.1885474464
1447	0.1884824893
1448	0.1883654871
1449	0.1882626939
1450	0.1881143806
1451	0.1880296906
1452	0.1879244211
1453	0.1878211504
1454	0.1876891329
1455	0.187581515
1456	0.1874522997
1457	0.1872585753
1458	0.1870051201
1459	0.1869521477
1460	0.1868360916
1461	0.1867406494
1462	0.1866370211
1463	0.1865004979
1464	0.1864294898
1465	0.1863503114
1466	0.1861737572
1467	0.1860774674
1468	0.18599055
1469	0.1859340113
1470	0.1858319223
1471	0.1857271117
1472	0.1856835895
1473	0.1855491494
1474	0.1853088803
1475	0.1852084885
1476	0.1851820719
1477	0.1851108538
1478	0.1850000884
1479	0.1848477975
1480	0.1847631656
1481	0.1846565065
1482	0.184540638
1483	0.1843898984
1484	0.1843574838
1485	0.1842178578
1486	0.1840992865
1487	0.184049423
1488	0.1839745407
1489	0.1839268302
1490	0.1838034549
1491	0.1837133983
1492	0.1836062138
1493	0.18352699
1494	0.1834663329
1495	0.1834113842
1496	0.1833428311
1497	0.1832372066
1498	0.1831132202
1499	0.1829643516
1500	0.1828648534
1501	0.1827700474
1502	0.1827218725
1503	0.1826389728
1504	0.1825883571
1505	0.1824598381
1506	0.1823461737
1507	0.1822870511
1508	0.1821720948
1509	0.1820723231
1510	0.1819654124
1511	0.1819441474
